rebalance_date,signal_date,entry_date,holdings,n_holdings,n_sold,n_bought,turnover_est,cost,skipped_no_hold_dates,strategy
2023-05-31,2023-05-31,2023-06-01,"['SBUX', 'PEP', 'GILD', 'MNST', 'ORCL', 'ISRG', 'AMGN', 'FAST', 'AAPL', 'NFLX']",10,3,3,0.6,0.0006,False,ML_Base
2023-06-14,2023-06-14,2023-06-15,"['MDLZ', 'PEP', 'GILD', 'MNST', 'FAST', 'GOOGL', 'AMGN', 'EBAY', 'PAYX', 'SBUX']",10,4,4,0.8,0.0008,False,ML_Base
2023-06-29,2023-06-29,2023-06-30,"['GILD', 'SBUX', 'MDLZ', 'PEP', 'MNST', 'AMGN', 'MSFT', 'ISRG', 'FAST', 'EBAY']",10,2,2,0.4,0.0004,False,ML_Base
2023-07-14,2023-07-14,2023-07-17,"['MDLZ', 'PEP', 'SBUX', 'MNST', 'NVDA', 'AAPL', 'GILD', 'ISRG', 'LRCX', 'AMGN']",10,3,3,0.6,0.0006,False,ML_Base
2023-07-28,2023-07-28,2023-07-31,"['GILD', 'SBUX', 'MDLZ', 'NVDA', 'AVGO', 'NFLX', 'FAST', 'ORCL', 'PEP', 'MNST']",10,4,4,0.8,0.0008,False,ML_Base
2023-08-11,2023-08-11,2023-08-14,"['MDLZ', 'MNST', 'NVDA', 'PANW', 'INTC', 'GILD', 'AVGO', 'EBAY', 'NFLX', 'PAYX']",10,4,4,0.8,0.0008,False,ML_Base
2023-08-25,2023-08-25,2023-08-28,"['MNST', 'AMGN', 'MDLZ', 'GILD', 'VRTX', 'EBAY', 'PEP', 'SBUX', 'NFLX', 'FAST']",10,5,5,1.0,0.001,False,ML_Base
2023-09-11,2023-09-11,2023-09-12,"['EBAY', 'PAYX', 'FAST', 'AVGO', 'SBUX', 'PEP', 'NVDA', 'MDLZ', 'MNST', 'LRCX']",10,4,4,0.8,0.0008,False,ML_Base
2023-09-25,2023-09-25,2023-09-26,"['ORCL', 'PAYX', 'MDLZ', 'NFLX', 'FAST', 'INTC', 'PEP', 'LRCX', 'EBAY', 'SBUX']",10,3,3,0.6,0.0006,False,ML_Base
2023-10-09,2023-10-09,2023-10-10,"['MNST', 'AMZN', 'FAST', 'ORCL', 'EBAY', 'PAYX', 'GOOGL', 'LRCX', 'MDLZ', 'PEP']",10,3,3,0.6,0.0006,False,ML_Base
2023-10-23,2023-10-23,2023-10-24,"['FAST', 'MDLZ', 'PAYX', 'EBAY', 'AMGN', 'PEP', 'MNST', 'GILD', 'LRCX', 'SBUX']",10,3,3,0.6,0.0006,False,ML_Base
2023-11-06,2023-11-06,2023-11-07,"['FAST', 'GOOGL', 'INTC', 'PEP', 'MDLZ', 'MNST', 'EBAY', 'SBUX', 'PAYX', 'GILD']",10,2,2,0.4,0.0004,False,ML_Base
2023-11-20,2023-11-20,2023-11-21,"['GILD', 'MNST', 'FAST', 'MDLZ', 'ORCL', 'GOOGL', 'PAYX', 'SBUX', 'ODFL', 'EBAY']",10,2,2,0.4,0.0004,False,ML_Base
2023-12-05,2023-12-05,2023-12-06,"['NFLX', 'AVGO', 'AMD', 'MDLZ', 'ORCL', 'GILD', 'AMZN', 'VRTX', 'AAPL', 'MSFT']",10,7,7,1.4,0.0014,False,ML_Base
2023-12-19,2023-12-19,2023-12-20,"['MDLZ', 'FAST', 'ORCL', 'MNST', 'PEP', 'NFLX', 'GILD', 'EBAY', 'SBUX', 'AMGN']",10,6,6,1.2,0.0012,False,ML_Base
2024-01-19,2024-01-19,2024-01-22,"['PAYX', 'FAST', 'NFLX', 'SBUX', 'ORCL', 'AMZN', 'INTC', 'MNST', 'AAPL', 'MDLZ']",10,4,4,0.8,0.0008,False,ML_Base
2024-02-05,2024-02-05,2024-02-06,"['FAST', 'GILD', 'CRM', 'NFLX', 'SBUX', 'MNST', 'EBAY', 'PAYX', 'MSFT', 'INTC']",10,4,4,0.8,0.0008,False,ML_Base
2024-02-20,2024-02-20,2024-02-21,"['GILD', 'VRTX', 'NFLX', 'SBUX', 'EBAY', 'PAYX', 'INTC', 'GOOGL', 'FAST', 'MDLZ']",10,3,3,0.6,0.0006,False,ML_Base
2024-03-05,2024-03-05,2024-03-06,"['MNST', 'GILD', 'PANW', 'FAST', 'INTC', 'EBAY', 'ORCL', 'VRTX', 'MDLZ', 'SBUX']",10,3,3,0.6,0.0006,False,ML_Base
2024-03-19,2024-03-19,2024-03-20,"['MNST', 'PEP', 'PAYX', 'GILD', 'PANW', 'FAST', 'AAPL', 'MDLZ', 'AMGN', 'COST']",10,5,5,1.0,0.001,False,ML_Base
2024-04-03,2024-04-03,2024-04-04,"['PANW', 'ORCL', 'AAPL', 'FAST', 'GILD', 'EBAY', 'MDLZ', 'PEP', 'NFLX', 'QCOM']",10,4,4,0.8,0.0008,False,ML_Base
2024-04-17,2024-04-17,2024-04-18,"['GILD', 'PANW', 'FAST', 'MDLZ', 'INTC', 'LRCX', 'MNST', 'AAPL', 'AMD', 'QCOM']",10,4,4,0.8,0.0008,False,ML_Base
2024-05-01,2024-05-01,2024-05-02,"['FAST', 'PANW', 'INTC', 'NFLX', 'ODFL', 'LRCX', 'GILD', 'MNST', 'AMD', 'AMAT']",10,3,3,0.6,0.0006,False,ML_Base
2024-05-15,2024-05-15,2024-05-16,"['SBUX', 'PANW', 'EBAY', 'INTC', 'FAST', 'GILD', 'ODFL', 'ORCL', 'MNST', 'MDLZ']",10,4,4,0.8,0.0008,False,ML_Base
2024-05-30,2024-05-30,2024-05-31,"['SBUX', 'INTC', 'FAST', 'ODFL', 'ORCL', 'GILD', 'PAYX', 'EBAY', 'AMGN']",9,3,2,0.5222222222222221,0.0005222222222222,False,ML_Base
2024-06-13,2024-06-13,2024-06-14,"['FAST', 'MNST', 'ORCL', 'ODFL', 'GILD', 'SBUX', 'GOOGL', 'PEP', 'EBAY', 'CRM']",10,3,4,0.7333333333333334,0.0007333333333333,False,ML_Base
2024-06-28,2024-06-28,2024-07-01,"['MNST', 'CRM', 'FAST', 'SBUX', 'ODFL', 'GILD', 'MDLZ', 'INTC', 'GOOGL', 'AMGN']",10,3,3,0.6,0.0006,False,ML_Base
2024-07-15,2024-07-15,2024-07-16,"['SBUX', 'PAYX', 'EBAY', 'MDLZ', 'GILD', 'MNST', 'GOOGL', 'NFLX', 'AMGN', 'FAST']",10,3,3,0.6,0.0006,False,ML_Base
2024-07-29,2024-07-29,2024-07-30,"['ORCL', 'SBUX', 'CDNS', 'INTC', 'QCOM', 'LRCX', 'AMAT', 'ISRG', 'EBAY', 'AVGO']",10,8,8,1.6,0.0016,False,ML_Base
2024-08-12,2024-08-12,2024-08-13,"['INTC', 'LRCX', 'FAST', 'GOOGL', 'EBAY', 'NFLX', 'QCOM', 'ORCL', 'MSFT', 'PAYX']",10,5,5,1.0,0.001,False,ML_Base
2024-08-26,2024-08-26,2024-08-27,"['MNST', 'EBAY', 'MDLZ', 'SBUX', 'ODFL', 'PAYX', 'GOOGL', 'GILD', 'AAPL', 'FAST']",10,6,6,1.2,0.0012,False,ML_Base
2024-09-10,2024-09-10,2024-09-11,"['INTC', 'SBUX', 'MDLZ', 'MU', 'PAYX', 'FAST', 'EBAY', 'ORCL', 'MNST', 'NFLX']",10,4,4,0.8,0.0008,False,ML_Base
2024-09-24,2024-09-24,2024-09-25,"['PAYX', 'SBUX', 'MDLZ', 'GILD', 'GOOGL', 'MNST', 'FAST', 'NFLX', 'INTC', 'PEP']",10,3,3,0.6,0.0006,False,ML_Base
2024-10-08,2024-10-08,2024-10-09,"['ORCL', 'PAYX', 'SBUX', 'GILD', 'EBAY', 'AMGN', 'MDLZ', 'PEP', 'INTC', 'FAST']",10,3,3,0.6,0.0006,False,ML_Base
2024-10-22,2024-10-22,2024-10-23,"['FAST', 'PAYX', 'SBUX', 'MNST', 'EBAY', 'INTC', 'MDLZ', 'PEP', 'GILD', 'GOOGL']",10,2,2,0.4,0.0004,False,ML_Base
2024-11-05,2024-11-05,2024-11-06,"['FAST', 'SBUX', 'MDLZ', 'NFLX', 'MNST', 'ODFL', 'PAYX', 'PANW', 'MSFT', 'ORCL']",10,5,5,1.0,0.001,False,ML_Base
2024-11-19,2024-11-19,2024-11-20,"['PAYX', 'FAST', 'GILD', 'MDLZ', 'AMGN', 'ORCL', 'ODFL', 'EBAY', 'MSFT', 'MNST']",10,3,3,0.6,0.0006,False,ML_Base
2024-12-04,2024-12-04,2024-12-05,"['PAYX', 'MDLZ', 'FAST', 'AMGN', 'PEP', 'EBAY', 'GILD', 'MNST', 'ORCL', 'PANW']",10,2,2,0.4,0.0004,False,ML_Base
2024-12-18,2024-12-18,2024-12-19,"['NFLX', 'MDLZ', 'FAST', 'AMGN', 'ODFL', 'MNST', 'EBAY', 'PEP', 'INTC', 'PANW']",10,3,3,0.6,0.0006,False,ML_Base
2025-01-21,2025-01-21,2025-01-22,"['FAST', 'EBAY', 'ODFL', 'PAYX', 'VRTX', 'AMZN', 'AAPL', 'CDNS', 'GOOGL', 'MDLZ']",10,6,6,1.2,0.0012,False,ML_Base
2025-02-04,2025-02-04,2025-02-05,"['EBAY', 'FAST', 'NFLX', 'GILD', 'ODFL', 'SBUX', 'PAYX', 'MDLZ', 'MNST', 'AMGN']",10,5,5,1.0,0.001,False,ML_Base
2025-02-19,2025-02-19,2025-02-20,"['NFLX', 'SBUX', 'MNST', 'AMGN', 'GILD', 'ADBE', 'GOOGL', 'EBAY', 'PEP', 'AMZN']",10,4,4,0.8,0.0008,False,ML_Base
2025-03-05,2025-03-05,2025-03-06,"['AVGO', 'EBAY', 'ADBE', 'FAST', 'SBUX', 'ODFL', 'NFLX', 'AMAT', 'QCOM', 'PEP']",10,5,5,1.0,0.001,False,ML_Base
2025-03-19,2025-03-19,2025-03-20,"['SBUX', 'FAST', 'PAYX', 'EBAY', 'GOOGL', 'ODFL', 'AMZN', 'ISRG', 'QCOM', 'CRM']",10,5,5,1.0,0.001,False,ML_Base
2025-04-02,2025-04-02,2025-04-03,"['FAST', 'GOOGL', 'SBUX', 'NFLX', 'PAYX', 'EBAY', 'NVDA', 'AAPL', 'ORCL', 'ODFL']",10,4,4,0.8,0.0008,False,ML_Base
2025-04-16,2025-04-16,2025-04-17,"['ODFL', 'GOOGL', 'SBUX', 'MNST', 'PAYX', 'GILD', 'FAST', 'MSFT', 'AAPL', 'ADBE']",10,4,4,0.8,0.0008,False,ML_Base
2025-05-01,2025-05-01,2025-05-02,"['MNST', 'PEP', 'GILD', 'FAST', 'GOOGL', 'LRCX', 'AMAT', 'AMGN', 'PANW', 'CRM']",10,6,6,1.2,0.0012,False,ML_Base
2025-05-15,2025-05-15,2025-05-16,"['MNST', 'FAST', 'PEP', 'EBAY', 'PAYX', 'GILD', 'MDLZ', 'SBUX']",8,6,4,1.1,0.0011,False,ML_Base
2025-05-30,2025-05-30,2025-06-02,"['VRTX', 'MSFT', 'ADBE', 'GILD', 'FAST', 'PEP', 'PAYX', 'EBAY', 'NFLX', 'MNST']",10,2,4,0.65,0.00065,False,ML_Base
2025-06-13,2025-06-13,2025-06-16,"['NFLX', 'FAST', 'AAPL', 'AMZN', 'AVGO', 'EBAY', 'LRCX', 'INTC', 'QCOM', 'MSFT']",10,6,6,1.2,0.0012,False,ML_Base
2025-06-30,2025-06-30,2025-07-01,"['LRCX', 'PAYX', 'INTC', 'MU', 'AAPL', 'CDNS', 'AMD', 'QCOM', 'PANW', 'NFLX']",10,5,5,1.0,0.001,False,ML_Base
2025-07-15,2025-07-15,2025-07-16,"['PAYX', 'MSFT', 'FAST', 'ODFL', 'NFLX', 'MNST', 'AMZN', 'EBAY', 'MDLZ', 'ADBE']",10,8,8,1.6,0.0016,False,ML_Base
2025-07-29,2025-07-29,2025-07-30,"['MSFT', 'FAST', 'PEP', 'AMZN', 'MNST', 'AAPL', 'EBAY', 'PANW', 'NVDA', 'CDNS']",10,5,5,1.0,0.001,False,ML_Base
2025-08-12,2025-08-12,2025-08-13,"['EBAY', 'MSFT', 'MNST', 'NVDA', 'PAYX', 'GILD', 'PEP', 'VRTX', 'FAST', 'NFLX']",10,4,4,0.8,0.0008,False,ML_Base
2025-08-26,2025-08-26,2025-08-27,"['EBAY', 'CDNS', 'AAPL', 'PAYX', 'MNST', 'AMAT', 'ORCL', 'AMZN', 'MSFT', 'FAST']",10,5,5,1.0,0.001,False,ML_Base
2025-09-10,2025-09-10,2025-09-11,"['ORCL', 'VRTX', 'GOOGL', 'PAYX', 'PEP', 'FAST', 'INTC', 'EBAY', 'NFLX', 'QCOM']",10,6,6,1.2,0.0012,False,ML_Base
2025-09-24,2025-09-24,2025-09-25,"['PEP', 'INTC', 'MNST', 'FAST', 'VRTX', 'EBAY', 'GILD', 'PAYX', 'GOOGL', 'SBUX']",10,3,3,0.6,0.0006,False,ML_Base
2025-10-08,2025-10-08,2025-10-09,"['EBAY', 'MDLZ', 'PEP', 'MNST', 'AMGN', 'PAYX', 'GILD', 'FAST', 'ISRG', 'COST']",10,4,4,0.8,0.0008,False,ML_Base
2025-10-22,2025-10-22,2025-10-23,"['FAST', 'VRTX', 'ODFL', 'EBAY', 'SNPS', 'PEP', 'AMZN', 'GILD', 'PAYX', 'SBUX']",10,5,5,1.0,0.001,False,ML_Base
2025-11-05,2025-11-05,2025-11-06,"['FAST', 'QCOM', 'SNPS', 'PEP', 'MNST', 'AAPL', 'AMGN', 'GILD', 'MSFT', 'ODFL']",10,5,5,1.0,0.001,False,ML_Base
2025-11-19,2025-11-19,2025-11-20,"['SNPS', 'ISRG', 'QCOM', 'INTC', 'ORCL', 'NFLX', 'PAYX', 'AAPL', 'MNST', 'FAST']",10,5,5,1.0,0.001,False,ML_Base
2025-12-04,2025-12-04,2025-12-05,"['SNPS', 'AMGN', 'MNST', 'AAPL', 'EBAY', 'PAYX', 'INTC', 'ORCL', 'FAST', 'SBUX']",10,3,3,0.6,0.0006,False,ML_Base
2025-12-18,2025-12-18,2025-12-19,"['PEP', 'PANW', 'EBAY', 'CRM', 'AMZN', 'FAST', 'AAPL', 'VRTX', 'AMD', 'MNST']",10,6,6,1.2,0.0012,False,ML_Base
2026-01-20,2026-01-20,2026-01-21,"['MNST', 'ISRG', 'NFLX', 'EBAY', 'ADBE', 'AAPL', 'AMZN', 'MDLZ', 'PAYX', 'GOOGL']",10,6,6,1.2,0.0012,False,ML_Base
2026-02-03,2026-02-03,2026-02-04,"['AAPL', 'SBUX', 'MNST', 'CRM', 'PAYX', 'GILD', 'ADBE', 'EBAY', 'ODFL', 'NFLX']",10,4,4,0.8,0.0008,False,ML_Base
2026-02-18,2026-02-18,2026-02-19,"['MSFT', 'SBUX', 'CRM', 'MNST', 'AAPL', 'AMGN', 'PAYX', 'NFLX', 'PANW', 'ADBE']",10,3,3,0.6,0.0006,False,ML_Base
