strategy,Total_Return,CAGR,Sharpe,Sortino,Max_Drawdown,Calmar,VaR_95,Win_Rate,Avg_Daily_Ret,Std_Daily_Ret,N_Days,initial_capital
ML_Full,3.574102161700874,0.28494160991688,0.94591191601387,1.2926662314943875,-0.2415471993375954,1.1796518887334932,-0.0239898667493079,0.5447154471544715,0.0011769659782249,0.0171399582075703,1476.0,10000.0
ML_Base,2.8794270776144084,0.2505090690712972,0.8845177937959023,1.201167675011349,-0.2393862942375324,1.046463707829188,-0.0227338914810188,0.5521680216802168,0.001046222697158,0.0159831781383117,1476.0,10000.0
Buy&Hold,3.267840063505865,0.2703410313648617,0.888593910987471,1.220130634974698,-0.3546391281848503,0.7622989396250448,-0.0282158551735177,0.5670731707317073,0.0011374687064846,0.0175399479614468,1476.0,10000.0
